453 0 0 0.1516416 0.0816
290 0 0 0.1516416 0.0816
65 0 0 0.1516416 0.0816
254 0 0 0.1516416 0.0816
69 0 0 0.1516416 0.0816
64 0 0 0.1516416 0.0816
225 0 0 0.1516416 0.0816
64 0 0 0.1516416 0.0816
63 0 0 0.1516416 0.0816
230 0 0 0.1516416 0.0816
225 0 0 0.1516416 0.0816
32 0 0 0.1516416 0.0816
289 0 0 0.1516416 0.0816
305 0 0 0.1516416 0.0816
113 0 0 0.1516416 0.0816
483 0 0 0.1516416 0.0816
405 0 0 0.1516416 0.0816
204 0 0 0.2392017 0.0816
418 0 0 0.2392017 0.0816
415 0 0 0.2392017 0.0816
209 6 6 0.2392017 0.0816
418 14 14 0.2392017 0.0816
418 124 38 0.2392017 0.0816
354 200 46 0.2392017 0.0816
499 259 53 0.2392017 0.0816
322 315 67 0.2392017 0.0816
355 375 96 0.2392017 0.0816
209 396 131 0.2392017 0.0816
370 470 183 0.2392017 0.0816
194 438 206 0.2392017 0.0816
128 484 257 0.2392017 0.0816
321 512 301 0.2392017 0.0816
128 525 338 0.2392017 0.0816
162 441 316 0.2392017 0.0816
514 362 281 0.2392017 0.0816
177 589 460 0.2392017 0.0816
178 677 551 0.2392017 0.0816
370 673 575 0.2392017 0.0816
364 678 606 0.2392017 0.0816
177 683 638 0.2392017 0.0816
547 692 676 0.2392017 0.0816
544 680 692 0.2392017 0.0816
338 700 743 0.2392017 0.0816
499 688 760 0.2392017 0.0816
273 680 781 0.2392017 0.0816
305 667 794 0.2392017 0.0816
563 659 814 0.2392017 0.0816
363 638 815 0.2392017 0.0816
354 621 823 0.2392017 0.0816
579 608 834 0.2392017 0.0816
374 588 835 0.2392017 0.0816
241 565 833 0.2392017 0.0816
418 541 828 0.2392017 0.0816
225 516 824 0.2392017 0.0816
225 486 808 0.2392017 0.0816
418 461 797 0.2392017 0.0816
210 435 778 0.2392017 0.0816
249 411 771 0.2392017 0.0816
4724 375 746 0.2392017 0.0816
365 340 723 0.2392017 0.0816
499 295 671 0.2392017 0.0816
542 253 626 0.2392017 0.0816
361 222 609 0.2392017 0.0816
338 185 571 0.2392017 0.0816
322 149 532 0.2392017 0.0816
209 118 489 0.2392017 0.0816
402 90 424 0.2392017 0.0816
434 70 377 0.2392017 0.0816
241 59 329 0.2392017 0.0816
434 53 279 0.2392017 0.0816
434 45 159 0.2392017 0.0816
222 29 86 0.2392017 0.0816
386 11 11 0.2392017 0.0816
386 3 3 0.2392017 0.0816
177 0 0 0.2392017 0.0816
466 0 0 0.2392017 0.0816
483 0 0 0.2392017 0.0816
129 0 0 0.2392017 0.0816
532 0 0 0.2392017 0.0816
3515 0 0 0.2392017 0.0816
2084 0 0 0.2392017 0.0816
628 0 0 0.1516416 0.0816
1078 0 0 0.1516416 0.0816
579 0 0 0.1516416 0.0816
3722 0 0 0.1516416 0.0816
2942 0 0 0.1516416 0.0816
644 0 0 0.1516416 0.0816
2592 0 0 0.1516416 0.0816
547 0 0 0.1516416 0.0816
370 0 0 0.1516416 0.0816
515 0 0 0.1516416 0.0816
2559 0 0 0.1516416 0.0816
209 0 0 0.1516416 0.0816
450 0 0 0.1516416 0.0816
450 0 0 0.1516416 0.0816
209 0 0 0.1516416 0.0816
418 0 0 0.1516416 0.0816
